reaction_1_Keq	reaction_1_KmP	reaction_1_KmS	reaction_1_Vmf	reaction_2_Hexokinase_KiGlc6P	reaction_2_Hexokinase_KmATP	reaction_2_Hexokinase_KmGlucose	reaction_2_Hexokinase_Vmf	reaction_3_HPI_Keq	reaction_3_HPI_Ki1	reaction_3_HPI_Ki2	reaction_3_HPI_Ki3	reaction_3_HPI_Kmp	reaction_3_HPI_Kms	reaction_3_HPI_Vmf	reaction_4_KADP	reaction_4_KFru16BP	reaction_4_KaFru26BP	reaction_4_KiATP	reaction_4_KiCIT	reaction_4_KmATP	reaction_4_KmFru6P	reaction_4_L	reaction_4_Vm	reaction_4_alpha	reaction_4_beta	reaction_4_keq	reaction_5_Aldolase_Keq	reaction_5_Aldolase_Kmp	reaction_5_Aldolase_Kmq	reaction_5_Aldolase_Kms	reaction_5_Aldolase_Vmf	reaction_6_TPI_Keq	reaction_6_TPI_KmP	reaction_6_TPI_KmS	reaction_6_TPI_Vmf	reaction_7_GAPDH_KA	reaction_7_GAPDH_KB	reaction_7_GAPDH_KC	reaction_7_GAPDH_KP	reaction_7_GAPDH_KQ	reaction_7_GAPDH_Keq	reaction_7_GAPDH_Vmf	reaction_8_PGK_Ka	reaction_8_PGK_Kb	reaction_8_PGK_Keq	reaction_8_PGK_Kp	reaction_8_PGK_Kq	reaction_8_PGK_Vmf	reaction_9_PGAM_Keq	reaction_9_PGAM_KmP	reaction_9_PGAM_KmS	reaction_9_PGAM_Vmf	reaction_10_Enolase_Keq	reaction_10_Enolase_KmP	reaction_10_Enolase_KmS	reaction_10_Enolase_Vmf	reaction_11_KADP	reaction_11_KATP	reaction_11_KPEP	reaction_11_KPYR	reaction_11_KaF16BP	reaction_11_KaSer	reaction_11_Keq	reaction_11_KiATP	reaction_11_L	reaction_11_Vm	reaction_12_LDH_Ka	reaction_12_LDH_Kb	reaction_12_LDH_Keq	reaction_12_LDH_Kp	reaction_12_LDH_Kq	reaction_12_LDH_Vmf	reaction_13_KcatC	reaction_13_KmP	reaction_13_Kms	reaction_13_SerC	reaction_14_KcatB	reaction_14_KmP	reaction_14_Kms	reaction_14_SerB	reaction_15_KcatD	reaction_15_KmP	reaction_15_Kms	reaction_15_SerD	reaction_16_MCT_Keq	reaction_16_MCT_KmP	reaction_16_MCT_KmS	reaction_16_MCT_Vmf	reaction_17_k1	reaction_17_k2	reaction_18_k1	reaction_22_v	reaction_25_PDH_KcatA	reaction_25_PDH_KiSER	reaction_25_PDH_KmP	reaction_25_PDH_Kms	reaction_25_PDH_SerA	AK_k1	AK_k2	MPM_K	MPM_Keq	SERout_k1	SERout_k2	GLYout_k1	GLYout_k2	TK_v	PGLM_PGLM_Keq	PGLM_PGLM_Kmp	PGLM_PGLM_Kms	PGLM_PGLM_Vmax	UPP_Keq	UPP_KmA	UPP_KmB	UPP_KmP	UPP_KmQ	UPP_Vmax	GS_GS	GS_Kcat	GS_KprATP	GS_KptATP	GS_KrATP	GS_KrGlc6P	GS_KtATP	GS_KtGlc6P	GS_Kudpg	GS_L	GS_n	GP_GP_KGlyb	GP_GP_KGlyf	GP_GP_Keq	GP_GP_KiGlc1P	GP_GP_KiGlyb	GP_GP_KiGlyf	GP_GP_Kipi	GP_GP_Kpi	GP_GP_Vmaxf	PPASE_PPASE_Km	PPASE_PPASE_V	NDK_NDK_Keq	NDK_NDK_KmADP	NDK_NDK_KmATP	NDK_NDK_KmUDP	NDK_NDK_KmUTP	NDK_NDK_Vmax	
0.93868	12.8851	8.26692	0.0110979	0.293762	0.699011	0.372469	0.0149562	0.461361	0.000831013	0.0166937	0.0836422	0.0743037	0.401638	0.165195	0.779524	18.6014	0.000996822	1.97708	13.9894	0.0273619	1.60467	3.11208	0.00362012	0.666015	1.27356	505.222	0.0739615	0.414524	0.370391	0.00225322	0.209705	0.0480468	0.405133	0.583287	3.4816	0.0196611	0.0323483	3.62976	0.01035	0.00800493	0.0774007	1.98526	0.000457521	0.132956	4061.31	0.0484624	0.173399	14.1976	0.178166	0.151802	0.516286	1.23857	5.97265	0.479885	0.144213	0.512261	0.207971	0.719854	0.170718	3.2436	0.000303353	10.6402	28414.2	0.239758	2.38398	3.69421	0.518831	0.111516	25092.2	4.42606	3.94569	3.41584	1.58639	0.0349659	0.034111	0.103825	4.96196	0.143168	0.0360786	0.254617	17.8558	1.14171	0.574261	0.108011	1.03297	4.39899	2.77875	2.80016	127357	1018.11	0.00406736	9.68733e-05	0.465893	0.00323334	0.00323931	1.07196	1.16654	1.05589	2.28941	0.0109416	6.62974e+08	6.14808	10.6941	2.20201	4.8757	9.47892e-05	17.867	0.00920913	0.0395686	2453.95	0.43345	0.984951	0.42128	0.0636086	0.331238	224.637	0.003	1457.94	8.60502	3.14688	5.9997	0.0653542	1.5866	0.290482	0.461267	0.266875	4	0.157665	1.49992	0.220295	10.9504	10.3075	11.2141	4.08651	4.11632	31.994	1.08075	0.336609	1.88038	0.0500805	1.61512	0.137325	26.8491	1.15829e-05	
0.982522	13.2098	7.69831	0.0205457	0.229067	0.991968	0.366499	0.0205224	0.518376	0.000875788	0.0172584	0.103924	0.0481398	0.399284	0.168256	1.3659	12.9464	0.00103568	2.11014	2.51626	0.0300322	0.811796	5.34264	0.00295548	1.8607	1.06441	778.682	0.0719752	0.509445	0.385102	0.00253988	0.152559	0.0411311	0.368312	0.603423	1.97596	0.020333	0.0370767	4.03497	0.0114632	0.00760032	0.0820356	1.96496	0.000314223	0.137042	2162.08	0.0411243	0.110869	13.9844	0.156694	0.242687	0.218816	2.54053	5.22191	0.453444	0.161381	0.306236	0.281926	0.658149	0.172025	1.28464	0.00046521	3.36363	78945.2	0.129095	2.34433	3.61816	0.148398	0.124646	32297.6	9.7836	3.7745	2.69726	1.88007	0.0382506	0.0485436	0.106	1.51125	0.147981	0.0361851	0.263536	20.1778	0.881035	0.469734	0.124667	0.98656	2.93206	5.14093	4.72298	164129	616.466	0.00493425	9.05738e-05	0.583118	0.00464699	0.00332435	1.52019	1.26066	1.01554	2.12569	0.0055173	6.54299e+08	9.56298	3.95148	6.43229	9.40272	0.000109118	16.2931	0.00944026	0.0449094	2099.04	0.232729	0.96012	0.391922	0.0630504	0.35602	207.487	0.003	760.656	16.1992	6.00403	3.89954	0.0684363	1.58472	0.338161	0.552686	0.288082	4	0.198153	2.2414	0.173549	13.6237	6.18003	10.6142	4.10699	4.18021	29.8803	0.625107	0.666254	1.20956	0.0516512	1.42739	0.162207	21.4867	9.43392e-06	
1.00599	11.0695	11.4898	0.0169051	0.249011	0.910975	0.367699	0.0167086	0.454455	0.000885399	0.0134583	0.0595845	0.0740851	0.390223	0.167239	1.08358	18.1638	0.000821597	1.89307	7.6394	0.0280839	1.28305	8.47604	0.00294734	0.682043	1.29794	486.585	0.0691231	0.628595	0.396863	0.00368754	0.119927	0.0488418	0.411468	0.588889	1.59416	0.0139352	0.0326337	4.04393	0.0107589	0.0108555	0.0633766	3.01181	0.000618502	0.122759	2544.6	0.0587449	0.0947814	5.93709	0.154551	0.134298	0.313481	3.23036	1.48118	0.374664	0.187262	0.317893	0.22059	0.649133	0.16944	1.6736	0.000144485	3.9555	24374.2	0.22666	2.13712	2.44879	0.359663	0.0987011	21672.2	7.52578	3.88005	3.30294	1.80285	0.0358454	0.0428528	0.098621	1.11225	0.164247	0.0375017	0.233622	18.8122	0.552485	0.147708	0.120846	0.933633	4.29942	5.45852	1.95257	146864	373.249	0.00576288	7.12765e-05	0.568084	0.00445747	0.00299912	1.34632	1.10496	0.965106	2.22563	0.0130051	6.20379e+08	5.47679	8.86909	4.95886	2.85634	0.000101639	17.2419	0.0102153	0.0389411	2184.92	0.141165	0.885912	0.391239	0.0632324	0.454798	217.767	0.003	781.303	13.7097	6.18104	5.40787	0.0683833	1.54649	0.264923	0.598585	0.202223	4	0.134237	1.79871	1.02874	8.02676	2.96714	31.5097	3.89568	5.14506	31.2899	1.9262	0.469749	0.828572	0.0538304	1.54502	0.155741	18.5073	6.25202e-06	
0.980588	10.5006	7.11444	0.0181345	0.230891	1.02926	0.367649	0.0139727	0.512849	0.000917806	0.0140368	0.0810744	0.0411658	0.426346	0.171066	2.52024	11.1973	0.000933219	2.24697	6.34366	0.0295344	0.796332	4.18222	0.00282669	0.40553	1.02481	419.468	0.0732891	0.314572	0.380526	0.00194265	0.214026	0.0441948	0.389604	0.589922	3.35872	0.026668	0.0403408	3.7592	0.0118865	0.0101774	0.0657615	2.74105	0.000238402	0.110904	3510.64	0.0642821	0.0992219	17.9761	0.169641	0.301472	0.622611	1.90636	3.08509	0.125383	0.180924	0.194952	0.243599	0.57133	0.164454	3.5251	0.000177347	3.75768	27933.2	0.223812	2.19347	1.83796	0.155717	0.0829792	25615.6	6.80042	3.60372	3.22523	1.5288	0.0359934	0.0340507	0.0953948	2.56511	0.138818	0.0357834	0.275902	15.7436	0.751503	0.270888	0.126486	1.00871	2.7091	3.16395	2.97378	91847	502.719	0.00335937	8.1818e-05	0.448197	0.00430608	0.0038706	1.23543	1.28122	0.971466	2.29533	0.0120667	6.93354e+08	6.23386	8.3182	5.69957	13.9399	8.30686e-05	19.1329	0.0101669	0.0416837	2550.89	0.326776	1.00825	0.322638	0.0635537	0.363445	209.804	0.003	1210.61	17.4934	4.68442	6.00928	0.0686037	1.3568	0.257709	0.750134	0.217663	4	0.12245	1.4776	0.629442	13.0871	4.00528	10.3472	4.76746	3.53746	32.2282	1.37478	0.385971	1.0631	0.0630233	1.58628	0.151678	21.5263	1.20339e-05	
1.01191	17.6961	5.35616	0.0114821	0.29446	0.926386	0.37406	0.0170262	0.403412	0.000901855	0.0107291	0.0804132	0.0350259	0.381166	0.16784	0.480476	13.4263	0.00096753	2.15443	6.48558	0.030199	1.40991	6.80629	0.00619326	1.04789	0.896595	381.769	0.0719443	0.530666	0.384887	0.00307634	0.167841	0.0466672	0.413707	0.585063	3.28979	0.0274581	0.036804	3.90858	0.0108443	0.00980553	0.0691005	2.92587	0.000490908	0.132091	1865.04	0.0730381	0.102174	17.6177	0.157755	0.131535	0.237509	2.46528	2.52609	0.336029	0.119349	0.296602	0.234772	0.501397	0.179268	6.19485	0.00024857	1.99138	100850	0.289775	2.29435	2.80345	0.524075	0.079786	22115.7	5.14231	3.75632	3.18821	1.66506	0.0311289	0.0781087	0.106023	1.92864	0.14737	0.0355433	0.224817	19.5771	0.707731	0.324681	0.114049	1.05692	5.34615	4.25628	3.93737	71210.2	701.349	0.00542248	0.00011983	0.50714	0.00380296	0.00389663	0.892343	1.14726	0.99402	2.28302	0.0115077	6.70747e+08	6.07805	5.24442	3.15866	1.96362	8.53647e-05	16.8536	0.0110434	0.0419422	2022.81	0.194037	0.958464	0.388958	0.0621901	0.390873	177.592	0.003	719.603	21.5635	2.93555	2.86993	0.0583715	1.60872	0.368165	0.628922	0.279224	4	0.169937	1.46609	0.474758	7.407	3.54693	16.2268	2.97458	4.96847	31.5677	0.584664	0.150175	1.34096	0.0743036	1.63797	0.148035	38.2018	6.14724e-06	
1.02902	12.9479	9.8056	0.0132499	0.163393	0.789639	0.369573	0.0303586	0.450287	0.000913401	0.0204542	0.0873754	0.0263645	0.411153	0.180705	0.995602	11.0492	0.000965855	1.97267	5.07647	0.0280098	1.61465	2.44996	0.00436781	0.725694	1.5435	654.227	0.0912287	0.603517	0.38172	0.00204178	0.229508	0.0428771	0.444596	0.626178	4.32207	0.0178048	0.0400684	3.96461	0.0125545	0.00777222	0.0651102	1.14781	0.000442162	0.0933594	1740.81	0.0525489	0.104899	12.3236	0.166593	0.345779	0.25447	2.55573	3.18312	0.544151	0.180539	0.567978	0.272245	0.774584	0.169949	4.95041	0.000181197	4.18968	158574	0.195124	2.25617	2.81635	0.232246	0.0817941	34881.6	13.0186	3.8522	3.34314	1.70565	0.0386286	0.0689418	0.0993785	1.19163	0.151032	0.0364433	0.260902	24.2572	1.16415	0.119217	0.122156	1.03893	4.86209	4.09693	2.29658	116037	407.225	0.00430824	7.09869e-05	0.399621	0.00377159	0.00263895	1.24895	1.15833	0.925929	2.3469	0.00960094	6.29401e+08	5.92466	8.90514	8.45307	1.10031	0.000100652	17.9146	0.0105749	0.0399001	2118.91	0.157289	0.959314	0.4145	0.0630888	0.366707	205.375	0.003	828.766	15.1562	4.81829	5.84366	0.0493712	1.53297	0.304638	0.857253	0.188271	4	0.179044	2.01318	0.694544	6.79729	5.26093	9.00729	4.12053	5.01473	32.0399	0.737892	0.159471	0.986165	0.0524757	1.53014	0.168846	18.9764	1.4729e-05	
0.9567	8.7156	3.70453	0.0212538	0.198101	0.879255	0.369997	0.0256398	0.483009	0.000998461	0.0129042	0.0982816	0.0681672	0.409425	0.170289	1.43462	10.3594	0.00088399	2.12612	4.82786	0.0268361	0.634743	8.97649	0.00273602	0.497321	1.11351	1436.19	0.105151	1.1944	0.369134	0.00237159	0.181588	0.0415622	0.365203	0.585366	2.42124	0.010093	0.040184	3.97394	0.0100016	0.00770945	0.0790345	1.77103	0.000382455	0.115765	2830.88	0.0583542	0.107433	8.28678	0.183421	0.290816	0.288356	0.875115	2.51969	0.666988	0.202103	0.81855	0.216325	0.564725	0.175259	4.80906	0.000332455	4.40373	233144	0.363833	2.21166	2.49361	0.273605	0.100705	33908.7	5.09284	4.0658	3.98382	1.8203	0.0379109	0.0410973	0.108437	1.49949	0.149813	0.0366853	0.261876	17.7634	0.700734	0.213421	0.110248	0.981406	4.242	3.64089	2.29863	124083	619.797	0.00400733	6.1763e-05	0.565695	0.00309726	0.0043641	1.17332	1.21637	1.02586	2.31058	0.0184145	6.16935e+08	6.08332	6.31526	7.11073	4.20754	9.24067e-05	17.4112	0.0110894	0.0387602	2377.88	0.257596	1.01904	0.368553	0.0627699	0.282034	210.225	0.003	553.073	12.3969	5.25501	8.00758	0.0475794	1.94531	0.238449	0.535971	0.251502	4	0.133125	1.74595	0.501208	9.8513	3.68549	8.07568	3.31246	3.72082	31.9584	0.674227	0.649184	0.611723	0.034727	1.91091	0.173454	21.8992	1.28697e-05	
0.913318	8.06243	30.7554	0.0155565	0.155817	0.994123	0.366483	0.0181056	0.534666	0.000921404	0.0244827	0.103607	0.0389574	0.470809	0.170656	0.839359	7.43385	0.0011981	1.89406	5.61331	0.0301223	0.981902	5.56557	0.00236247	0.850493	1.25393	723.606	0.0984725	0.546291	0.391635	0.00177204	0.205037	0.0560267	0.405905	0.599168	2.87098	0.0182701	0.0421661	4.14372	0.0110379	0.0106743	0.0679971	1.39787	0.000399958	0.143248	2328.06	0.0373375	0.122186	9.22702	0.161903	0.246817	0.461814	1.31385	3.14703	0.34525	0.22936	0.384547	0.226589	0.649852	0.180554	7.51427	0.000322776	6.71154	79013.6	0.203419	2.22233	1.75033	0.499662	0.0753757	28302.4	6.7406	3.66083	3.65506	1.63042	0.0358325	0.0304719	0.101534	3.31972	0.160458	0.0361947	0.268284	17.4686	0.713822	0.360749	0.113462	1.10989	6.80281	3.23733	2.16591	125414	653.045	0.00491533	0.000109955	0.466613	0.00363177	0.00230412	1.1473	1.10428	1.0332	2.32381	0.00669682	5.91918e+08	2.45591	9.76267	4.29322	4.40237	0.000114853	18.0801	0.0106734	0.0446224	1866.19	0.154495	0.889254	0.345745	0.0639815	0.355862	201.246	0.003	667.838	13.2229	4.22483	4.61445	0.0711925	2.05369	0.212039	0.721675	0.208606	4	0.123262	1.8787	0.262546	12.1173	4.2763	23.2376	4.77197	5.37098	31.6187	1.39596	0.098605	0.749058	0.0605986	1.63375	0.167689	17.2376	8.73481e-06	
0.996154	19.4969	18.8781	0.0135696	0.242576	0.689116	0.371802	0.0197668	0.562268	0.000895254	0.0178709	0.0692484	0.0432466	0.435106	0.177022	1.78833	17.5653	0.000848883	2.04261	5.37328	0.0284593	2.0241	4.82444	0.00456352	1.04205	0.94951	496.675	0.093268	0.495653	0.391264	0.00297421	0.179723	0.0529162	0.392252	0.591291	4.48395	0.0260353	0.0352648	4.3192	0.0128832	0.0115572	0.0792257	2.69075	0.00037559	0.102604	3918.63	0.0612705	0.110432	24.3536	0.141217	0.176564	0.20687	1.96325	3.71291	0.394188	0.18365	0.486581	0.18183	0.618906	0.167312	1.8289	0.000233621	5.14035	122343	0.265221	2.29007	1.79046	0.414989	0.111614	32170.4	4.57975	4.29475	3.2089	2.05268	0.0352587	0.0700977	0.102415	1.32309	0.144792	0.0348771	0.261254	15.986	0.730758	0.118879	0.116437	0.927006	7.4431	9.75461	1.87723	259629	421.545	0.00404059	4.29762e-05	0.545566	0.00319294	0.00265294	1.11356	1.25444	0.998091	2.25378	0.00480929	6.63917e+08	6.53369	5.59239	6.41914	6.29375	9.18376e-05	18.8212	0.0111745	0.04163	1883.82	0.278156	1.01345	0.318566	0.0638544	0.386831	182.915	0.003	1039.74	26.0828	2.19175	4.45518	0.0518325	2.82987	0.322391	1.10279	0.259079	4	0.174745	1.88409	0.265843	13.8976	3.46184	12.298	4.2352	5.38515	31.9173	0.942337	0.114471	0.399663	0.101197	1.1893	0.196687	21.3875	5.73424e-06	
1.03779	10.2928	8.01767	0.0193918	0.137982	0.614599	0.371833	0.0126824	0.519184	0.000860369	0.0250828	0.0807825	0.0565603	0.382211	0.158076	0.438765	8.92645	0.00103902	1.83322	6.77266	0.0285777	1.58393	7.12956	0.00266588	0.634309	1.21431	966.237	0.0976669	0.289005	0.379141	0.0019404	0.296227	0.0398594	0.381098	0.566997	3.85363	0.0171555	0.0383849	3.79142	0.0165881	0.00947062	0.0762214	3.62174	0.00054913	0.147831	3014.07	0.0949877	0.0976438	25.7281	0.21489	0.168812	0.35976	0.988296	3.60494	0.516717	0.0753203	0.256817	0.316374	0.495998	0.164125	3.09761	0.000288129	4.36142	30829.1	0.276679	2.46103	1.99389	0.320304	0.0842051	37707	9.09976	4.04016	3.38409	1.5199	0.0404351	0.101696	0.0966428	2.59509	0.171805	0.0373219	0.242269	16.4171	0.933958	0.27553	0.123766	0.987084	5.15009	2.80447	2.91366	148228	378.233	0.00369641	6.4283e-05	0.740543	0.00467304	0.00329163	1.04194	1.21544	1.01712	2.28056	0.0138884	6.74088e+08	3.5995	3.04957	3.35469	6.90324	0.000102521	17.8698	0.012809	0.0336565	2226.56	0.224891	1.0293	0.403046	0.0635067	0.410603	221.094	0.003	838.81	20.5839	4.47063	2.95289	0.0715336	3.82789	0.164976	0.560511	0.244881	4	0.136299	2.42019	1.22906	12.5938	3.51699	15.5251	2.83057	3.96965	31.685	0.636337	0.820152	1.88483	0.0389007	1.5182	0.141833	20.1289	1.71304e-06	
0.944012	5.87604	13.0192	0.0130277	0.291925	0.655621	0.372912	0.0211178	0.394626	0.000848071	0.0178424	0.0751299	0.0392479	0.380905	0.170243	0.989587	15.0291	0.00109442	1.81949	6.93981	0.0282525	0.91447	13.1909	0.00289903	0.635792	1.07345	900.664	0.0576961	0.48217	0.382364	0.00191653	0.210287	0.0577691	0.359371	0.586819	2.72403	0.01856	0.0365857	4.01551	0.0101372	0.00871071	0.0707375	2.75595	0.000765315	0.100129	4169.3	0.0298647	0.127513	9.34938	0.190226	0.216146	0.229217	1.93014	6.51789	0.586229	0.123127	0.285637	0.266917	0.567473	0.178977	6.83506	0.000363318	2.55233	42228.7	0.11204	2.0744	3.3046	0.214457	0.0940992	32052.2	10.5196	3.93582	3.00934	1.78355	0.0383388	0.0797719	0.0983294	4.35974	0.160983	0.0357785	0.265067	16.6719	0.747743	0.0749571	0.120319	1.03688	4.89435	5.6518	2.20778	144261	308.901	0.00325142	0.000106755	0.598832	0.00341876	0.00415837	0.903388	1.21884	0.969964	2.49272	0.010863	7.08763e+08	2.87363	2.35918	9.77377	3.39063	0.000106178	17.5892	0.0113204	0.0448977	1992.1	0.289417	1.07526	0.327939	0.0642757	0.392413	190.511	0.003	454.663	13.8901	4.10825	3.18623	0.0897126	3.6528	0.168186	0.869084	0.340305	4	0.17435	2.03371	0.169177	8.17419	6.93403	17.6147	4.33981	4.93256	30.6642	0.580307	0.41837	0.483253	0.0370955	1.37089	0.162659	23.0724	1.00314e-05	
1.05596	10.8175	6.19354	0.0207273	0.265697	0.937224	0.370394	0.0262064	0.40154	0.00103004	0.0140087	0.0577799	0.0221632	0.457495	0.16329	0.619959	10.4755	0.00106274	2.09662	11.8641	0.0286694	0.668911	11.2911	0.00275919	1.14388	0.944251	1297.33	0.0545381	0.501252	0.367533	0.00205032	0.26318	0.0395915	0.3802	0.582153	2.32521	0.0172104	0.0392535	4.04609	0.0119754	0.00799334	0.078514	1.69161	0.00046367	0.115857	3787.79	0.0587392	0.162202	8.98383	0.168418	0.14178	0.371156	1.94271	3.5201	0.324157	0.198368	0.40959	0.246086	0.696645	0.15996	2.7704	0.000273779	1.41351	83617.8	0.203355	2.14619	3.30856	0.307179	0.090252	39070.1	3.93577	4.01431	3.35731	1.93106	0.0397895	0.0499398	0.0998001	3.72705	0.155786	0.0358771	0.263988	17.9241	0.545048	0.476681	0.104953	0.985719	7.79198	2.2801	2.79737	122989	455.846	0.00380556	7.05466e-05	0.522029	0.00335492	0.00347566	1.3228	1.19447	1.07394	2.12866	0.00861068	6.48084e+08	3.90642	7.30204	5.5578	3.52531	9.98471e-05	18.144	0.0108727	0.0414779	2318.84	0.293516	1.04134	0.339379	0.0635995	0.470457	189.999	0.003	747.637	20.4828	4.52143	6.51417	0.0661488	1.80125	0.313298	0.81037	0.187884	4	0.175247	1.3945	0.375465	8.64846	3.64772	7.57511	5.86361	5.51659	33.1122	1.59002	0.241928	0.825185	0.0788804	1.07165	0.153588	20.6188	7.55058e-06	
1.0059	12.8868	8.49467	0.00949376	0.262537	0.627654	0.372044	0.0174125	0.540368	0.000896277	0.0104554	0.0686885	0.0471514	0.40694	0.169927	2.52367	10.5588	0.000956704	1.99077	2.81095	0.0263391	1.73975	8.98155	0.00250412	1.05509	1.20092	1072.99	0.0718107	0.54312	0.360355	0.00251942	0.241605	0.0522622	0.389684	0.587483	3.25729	0.0160288	0.037805	3.95253	0.0157234	0.0132393	0.0702637	1.44023	0.000474485	0.155868	2094.91	0.0480836	0.16267	21.4015	0.174556	0.255307	0.251449	1.76388	3.45293	0.315618	0.13712	0.342978	0.223162	0.642608	0.178972	2.3517	0.000211331	0.969591	176830	0.10165	2.66354	3.73445	0.245856	0.096043	27072.2	2.68105	3.99187	3.58448	1.43917	0.0368938	0.102421	0.102687	0.765628	0.131547	0.035241	0.223846	22.0297	0.91517	0.280202	0.122432	0.964959	4.85038	4.83623	2.18716	134049	406.271	0.00412946	0.000109621	0.623792	0.00485569	0.00408235	1.24941	0.979821	0.998606	2.25163	0.0113301	7.00614e+08	3.82392	10.0318	3.57771	9.36351	9.92384e-05	18.2929	0.00913436	0.0511761	2001.47	0.286843	0.948563	0.364648	0.0634873	0.347811	183.194	0.003	751.743	19.2904	4.52021	6.04084	0.0905675	2.32944	0.32095	0.790294	0.215859	4	0.111806	2.54005	0.175961	6.93149	3.69148	13.0826	6.64659	4.8323	32.2666	1.11835	1.36074	0.531895	0.0675067	1.69184	0.192176	23.9511	1.673e-05	
0.933585	13.3076	5.11083	0.0249892	0.290027	0.865491	0.370618	0.024057	0.438543	0.000870981	0.0218981	0.078399	0.0289627	0.400638	0.173542	0.535239	11.1235	0.00118473	2.0819	8.30853	0.0287116	1.12199	8.97061	0.00302635	0.325004	0.995999	1151.06	0.0828514	0.718731	0.38239	0.00206394	0.140069	0.0414757	0.471466	0.603823	2.3692	0.0278814	0.0344399	4.10839	0.0133315	0.0112355	0.0637051	1.18653	0.000245495	0.116269	4681.58	0.0461752	0.095147	8.31688	0.16058	0.162409	0.396481	2.55698	3.05524	0.396579	0.0630166	0.359952	0.248064	0.553694	0.16659	2.30728	0.000321573	7.29245	32496.3	0.109489	1.981	2.25897	0.172924	0.0836939	18100.4	2.74245	3.96921	4.27354	1.57926	0.0375802	0.0590373	0.103425	2.53363	0.130257	0.0368507	0.266049	17.6269	0.855275	0.353838	0.112921	1.05429	4.62034	2.39307	2.17124	142251	450.18	0.0039106	9.4937e-05	0.527741	0.00438256	0.0033657	1.29716	1.15781	1.00125	2.31162	0.0100027	6.39286e+08	4.4192	5.06103	3.76293	6.59889	7.61164e-05	18.0712	0.012533	0.0440594	2060.26	0.225831	1.14673	0.361623	0.0627342	0.328712	183.603	0.003	762.426	21.6066	5.90171	3.65393	0.0837785	3.64032	0.221227	0.763559	0.265438	4	0.147249	1.70157	0.456674	11.646	2.08323	16.7747	3.6313	2.79134	31.1387	1.23586	0.220999	1.1605	0.0560311	1.14187	0.150862	17.079	1.28726e-05	
0.951067	9.16638	6.4462	0.0195855	0.282966	1.03466	0.365341	0.0315202	0.390375	0.00104987	0.0189965	0.10167	0.0984004	0.346706	0.16769	1.41785	15.8688	0.00101873	2.0622	6.72003	0.0271295	1.66274	2.11162	0.00521089	0.610863	0.949891	450.373	0.10198	0.362434	0.364783	0.00280142	0.217213	0.0525613	0.425068	0.59335	2.13628	0.0359127	0.0345771	4.26011	0.0125134	0.00797315	0.0698155	2.13513	0.000244588	0.0985249	2037.25	0.0363263	0.111235	19.6319	0.179783	0.207704	0.638575	1.80478	6.80376	0.211143	0.154854	0.423735	0.238727	0.533918	0.158735	0.895371	0.000138855	1.88363	707063	0.151858	2.21988	2.81267	0.712955	0.0876297	34822.1	10.0371	4.00965	2.84691	1.77044	0.0399384	0.0449144	0.100297	1.73477	0.142607	0.0352659	0.274852	18.7455	0.785923	0.45163	0.112951	0.949404	9.56944	4.4948	2.5229	114294	304.861	0.00356245	6.73e-05	0.54478	0.00356751	0.00427972	1.00973	1.11749	1.08558	2.08758	0.00884073	6.47634e+08	4.65064	1.96014	3.63699	3.88063	8.55074e-05	17.2198	0.00993131	0.0415472	2076.24	0.32199	1.08254	0.411268	0.0632522	0.370419	194.324	0.003	945.626	21.3022	3.72843	5.274	0.0742388	1.52887	0.276028	0.648197	0.2067	4	0.122488	1.33135	0.238698	6.69073	3.7669	17.1923	4.72733	4.14905	30.4683	1.25726	0.346723	1.04122	0.0405174	1.77823	0.153207	33.8347	8.16201e-06	
1.01369	7.63637	10.6989	0.0147076	0.235966	0.699943	0.372466	0.0247254	0.454114	0.00102478	0.0209306	0.0627473	0.0399193	0.407243	0.165558	0.766475	10.6233	0.001079	1.89025	3.30394	0.0276538	1.43776	11.6805	0.00340315	1.4036	1.06806	586.825	0.102726	0.357853	0.394771	0.00212842	0.145226	0.0581568	0.391246	0.577219	1.32684	0.0117642	0.0388947	4.07046	0.0189726	0.00951912	0.0788065	2.06406	0.000475228	0.140378	5361.4	0.0488178	0.0923574	11.9584	0.178359	0.222536	0.449426	1.3045	2.32276	1.06146	0.13289	0.347458	0.219675	0.477161	0.17141	1.19611	0.000302865	2.88704	530416	0.135521	2.37992	2.5772	0.148056	0.152546	37460.2	6.18421	3.89341	3.36911	1.54099	0.0409494	0.0424509	0.101331	3.21131	0.148456	0.0359479	0.241947	20.5707	0.669396	0.110791	0.126776	1.02296	2.87556	5.49652	2.04903	206472	422.811	0.00312194	8.56599e-05	0.779658	0.00380628	0.00285511	1.18676	1.17383	0.987008	2.4755	0.0200079	6.72615e+08	4.82114	6.5757	3.87723	3.39779	0.000103801	17.9376	0.00977713	0.0409806	1961.43	0.192098	0.890979	0.416622	0.063841	0.333869	210.085	0.003	802.012	12.2789	3.7947	7.56921	0.0806439	1.8034	0.222962	0.675976	0.287186	4	0.123838	1.52842	0.119263	10.3462	3.40794	26.0305	3.57841	4.55423	30.0725	0.9583	0.277163	1.05864	0.056029	1.83413	0.161227	20.5695	9.29668e-06	
